date,visiting_team,visiting_league,home_team,home_league,time
20230521,MIL,NL,TBA,AL,d
20230521,COL,NL,TEX,AL,d
20230521,BAL,AL,TOR,AL,d
20230521,DET,AL,WAS,NL,d
20230522,BOS,AL,ANA,AL,n
20230522,LAN,NL,ATL,NL,n
20230522,SLN,NL,CIN,NL,n
20230522,CHA,AL,CLE,AL,n
20230522,MIA,NL,COL,NL,n
20230522,DET,AL,KCA,AL,n
20230522,HOU,AL,MIL,NL,n
20230522,SFN,NL,MIN,AL,n
20230522,ARI,NL,PHI,NL,n
20230522,TEX,AL,PIT,NL,n
20230522,OAK,AL,SEA,AL,n
20230522,TOR,AL,TBA,AL,n
20230523,BOS,AL,ANA,AL,n
20230523,LAN,NL,ATL,NL,n
20230523,NYN,NL,CHN,NL,n
20230523,SLN,NL,CIN,NL,n
20230523,CHA,AL,CLE,AL,n
20230523,MIA,NL,COL,NL,n
20230523,DET,AL,KCA,AL,n
20230523,HOU,AL,MIL,NL,n
20230523,SFN,NL,MIN,AL,n
20230523,BAL,AL,NYA,AL,n
20230523,ARI,NL,PHI,NL,n
20230523,TEX,AL,PIT,NL,n
20230523,OAK,AL,SEA,AL,n
20230523,TOR,AL,TBA,AL,n
20230523,SDN,NL,WAS,NL,n
20230524,BOS,AL,ANA,AL,n
20230524,LAN,NL,ATL,NL,n
20230524,NYN,NL,CHN,NL,n
20230524,SLN,NL,CIN,NL,n
20230524,CHA,AL,CLE,AL,d
20230524,MIA,NL,COL,NL,n
20230524,DET,AL,KCA,AL,n
20230524,HOU,AL,MIL,NL,n
20230524,SFN,NL,MIN,AL,n
20230524,BAL,AL,NYA,AL,n
20230524,ARI,NL,PHI,NL,d
20230524,TEX,AL,PIT,NL,n
20230524,OAK,AL,SEA,AL,n
20230524,TOR,AL,TBA,AL,n
20230524,SDN,NL,WAS,NL,n
20230525,PHI,NL,ATL,NL,n
20230525,NYN,NL,CHN,NL,n
20230525,SLN,NL,CIN,NL,n
20230525,MIA,NL,COL,NL,d
20230525,CHA,AL,DET,AL,n
20230525,SFN,NL,MIL,NL,n
20230525,BAL,AL,NYA,AL,n
20230525,OAK,AL,SEA,AL,n
20230525,TOR,AL,TBA,AL,d
20230525,SDN,NL,WAS,NL,d
20230526,MIA,NL,ANA,AL,n
20230526,BOS,AL,ARI,NL,n
20230526,PHI,NL,ATL,NL,n
20230526,TEX,AL,BAL,AL,n
20230526,CIN,NL,CHN,NL,d
20230526,SLN,NL,CLE,AL,n
20230526,NYN,NL,COL,NL,n
20230526,CHA,AL,DET,AL,n
20230526,WAS,NL,KCA,AL,n
20230526,SFN,NL,MIL,NL,n
20230526,TOR,AL,MIN,AL,n
20230526,SDN,NL,NYA,AL,n
20230526,HOU,AL,OAK,AL,n
20230526,PIT,NL,SEA,AL,n
20230526,LAN,NL,TBA,AL,n
20230527,MIA,NL,ANA,AL,n
20230527,BOS,AL,ARI,NL,d
20230527,PHI,NL,ATL,NL,d
20230527,TEX,AL,BAL,AL,d
20230527,CIN,NL,CHN,NL,n
20230527,SLN,NL,CLE,AL,n
20230527,NYN,NL,COL,NL,n
20230527,CHA,AL,DET,AL,d
20230527,WAS,NL,KCA,AL,d
20230527,SFN,NL,MIL,NL,d
20230527,TOR,AL,MIN,AL,d
20230527,SDN,NL,NYA,AL,d
20230527,HOU,AL,OAK,AL,d
20230527,PIT,NL,SEA,AL,d
20230527,LAN,NL,TBA,AL,d
20230528,MIA,NL,ANA,AL,d
20230528,BOS,AL,ARI,NL,d
20230528,PHI,NL,ATL,NL,n
20230528,TEX,AL,BAL,AL,d
20230528,CIN,NL,CHN,NL,d
20230528,SLN,NL,CLE,AL,d
20230528,NYN,NL,COL,NL,d
20230528,CHA,AL,DET,AL,d
20230528,WAS,NL,KCA,AL,d
20230528,SFN,NL,MIL,NL,d
20230528,TOR,AL,MIN,AL,d
20230528,SDN,NL,NYA,AL,d
20230528,HOU,AL,OAK,AL,d
20230528,PIT,NL,SEA,AL,d
20230528,LAN,NL,TBA,AL,n
20230529,COL,NL,ARI,NL,d
20230529,CLE,AL,BAL,AL,d
20230529,ANA,AL,CHA,AL,n
20230529,TBA,AL,CHN,NL,d
20230529,TEX,AL,DET,AL,d
20230529,MIN,AL,HOU,AL,d
20230529,WAS,NL,LAN,NL,n
20230529,ATL,NL,OAK,AL,d
20230529,NYA,AL,SEA,AL,n
20230529,PIT,NL,SFN,NL,d
20230529,KCA,AL,SLN,NL,d
20230530,COL,NL,ARI,NL,n
20230530,CLE,AL,BAL,AL,n
20230530,CIN,NL,BOS,AL,n
20230530,ANA,AL,CHA,AL,n
20230530,TBA,AL,CHN,NL,n
20230530,TEX,AL,DET,AL,n
20230530,MIN,AL,HOU,AL,n
20230530,WAS,NL,LAN,NL,n
20230530,SDN,NL,MIA,NL,n
20230530,PHI,NL,NYN,NL,n
20230530,ATL,NL,OAK,AL,n
20230530,NYA,AL,SEA,AL,n
20230530,PIT,NL,SFN,NL,n
20230530,KCA,AL,SLN,NL,n
20230530,MIL,NL,TOR,AL,n
20230531,COL,NL,ARI,NL,n
20230531,CLE,AL,BAL,AL,d
20230531,CIN,NL,BOS,AL,n
20230531,ANA,AL,CHA,AL,d
20230531,TBA,AL,CHN,NL,d
20230531,TEX,AL,DET,AL,d
20230531,MIN,AL,HOU,AL,n
20230531,WAS,NL,LAN,NL,d
20230531,SDN,NL,MIA,NL,n
20230531,PHI,NL,NYN,NL,n
20230531,ATL,NL,OAK,AL,n
20230531,NYA,AL,SEA,AL,n
20230531,PIT,NL,SFN,NL,n
20230531,MIL,NL,TOR,AL,n
20230601,COL,NL,ARI,NL,n
20230601,CIN,NL,BOS,AL,n
20230601,ANA,AL,HOU,AL,n
20230601,SDN,NL,MIA,NL,d
20230601,CLE,AL,MIN,AL,n
20230601,PHI,NL,NYN,NL,d
20230601,MIL,NL,TOR,AL,d
20230602,ATL,NL,ARI,NL,n
20230602,TBA,AL,BOS,AL,n
20230602,DET,AL,CHA,AL,n
20230602,MIL,NL,CIN,NL,d
20230602,ANA,AL,HOU,AL,n
20230602,COL,NL,KCA,AL,n
20230602,NYA,AL,LAN,NL,n
20230602,OAK,AL,MIA,NL,n
20230602,CLE,AL,MIN,AL,n
20230602,TOR,AL,NYN,NL,n
20230602,SLN,NL,PIT,NL,n
20230602,CHN,NL,SDN,NL,n
20230602,BAL,AL,SFN,NL,n
20230602,SEA,AL,TEX,AL,n
20230602,PHI,NL,WAS,NL,n
20230603,ATL,NL,ARI,NL,n
20230603,TBA,AL,BOS,AL,d
20230603,TBA,AL,BOS,AL,n
20230603,DET,AL,CHA,AL,d
20230603,MIL,NL,CIN,NL,d
20230603,ANA,AL,HOU,AL,d
20230603,COL,NL,KCA,AL,d
20230603,NYA,AL,LAN,NL,d
20230603,OAK,AL,MIA,NL,d
20230603,CLE,AL,MIN,AL,n
20230603,TOR,AL,NYN,NL,d
20230603,SLN,NL,PIT,NL,d
20230603,CHN,NL,SDN,NL,n
20230603,BAL,AL,SFN,NL,n
20230603,SEA,AL,TEX,AL,d
20230603,PHI,NL,WAS,NL,d
20230604,ATL,NL,ARI,NL,d
20230604,TBA,AL,BOS,AL,d
20230604,DET,AL,CHA,AL,d
20230604,MIL,NL,CIN,NL,d
20230604,ANA,AL,HOU,AL,d
20230604,COL,NL,KCA,AL,d
20230604,NYA,AL,LAN,NL,d
20230604,OAK,AL,MIA,NL,d
20230604,CLE,AL,MIN,AL,d
20230604,TOR,AL,NYN,NL,d
20230604,SLN,NL,PIT,NL,n
20230604,CHN,NL,SDN,NL,d
20230604,BAL,AL,SFN,NL,d
20230604,SEA,AL,TEX,AL,d
20230604,PHI,NL,WAS,NL,d
20230605,MIL,NL,CIN,NL,n
20230605,KCA,AL,MIA,NL,n
20230605,DET,AL,PHI,NL,n
20230605,OAK,AL,PIT,NL,n
20230605,CHN,NL,SDN,NL,n
20230605,SLN,NL,TEX,AL,n
20230605,HOU,AL,TOR,AL,n
20230606,CHN,NL,ANA,AL,n
20230606,NYN,NL,ATL,NL,n
20230606,LAN,NL,CIN,NL,n
20230606,BOS,AL,CLE,AL,n
20230606,SFN,NL,COL,NL,n
20230606,KCA,AL,MIA,NL,n
20230606,BAL,AL,MIL,NL,n
20230606,CHA,AL,NYA,AL,n
20230606,DET,AL,PHI,NL,n
20230606,OAK,AL,PIT,NL,n
20230606,SEA,AL,SDN,NL,n
20230606,MIN,AL,TBA,AL,n
20230606,SLN,NL,TEX,AL,n
20230606,HOU,AL,TOR,AL,n
20230606,ARI,NL,WAS,NL,n
20230607,CHN,NL,ANA,AL,n
20230607,NYN,NL,ATL,NL,n
20230607,LAN,NL,CIN,NL,n
20230607,BOS,AL,CLE,AL,n
20230607,SFN,NL,COL,NL,n
20230607,KCA,AL,MIA,NL,n
20230607,BAL,AL,MIL,NL,n
20230607,CHA,AL,NYA,AL,n
20230607,DET,AL,PHI,NL,n
20230607,OAK,AL,PIT,NL,n
20230607,SEA,AL,SDN,NL,d
20230607,MIN,AL,TBA,AL,n
20230607,SLN,NL,TEX,AL,n
20230607,HOU,AL,TOR,AL,n
20230607,ARI,NL,WAS,NL,n
20230608,CHN,NL,ANA,AL,n
20230608,NYN,NL,ATL,NL,n
20230608,LAN,NL,CIN,NL,n
20230608,BOS,AL,CLE,AL,n
20230608,SFN,NL,COL,NL,d
20230608,BAL,AL,MIL,NL,d
20230608,CHA,AL,NYA,AL,n
20230608,MIN,AL,TBA,AL,d
20230608,HOU,AL,TOR,AL,n
20230608,ARI,NL,WAS,NL,d
20230609,SEA,AL,ANA,AL,n
20230609,WAS,NL,ATL,NL,n
20230609,KCA,AL,BAL,AL,n
20230609,MIA,NL,CHA,AL,n
20230609,HOU,AL,CLE,AL,n
20230609,SDN,NL,COL,NL,n
20230609,ARI,NL,DET,AL,n
20230609,OAK,AL,MIL,NL,n
20230609,BOS,AL,NYA,AL,n
20230609,LAN,NL,PHI,NL,n
20230609,NYN,NL,PIT,NL,n
20230609,CHN,NL,SFN,NL,n
20230609,CIN,NL,SLN,NL,n
20230609,TEX,AL,TBA,AL,n
20230609,MIN,AL,TOR,AL,n
20230610,SEA,AL,ANA,AL,n
20230610,WAS,NL,ATL,NL,d
20230610,KCA,AL,BAL,AL,d
20230610,MIA,NL,CHA,AL,d
20230610,HOU,AL,CLE,AL,n
20230610,SDN,NL,COL,NL,d
20230610,ARI,NL,DET,AL,d
20230610,OAK,AL,MIL,NL,d
20230610,BOS,AL,NYA,AL,n
20230610,LAN,NL,PHI,NL,d
20230610,NYN,NL,PIT,NL,d
20230610,CHN,NL,SFN,NL,d
20230610,CIN,NL,SLN,NL,d
20230610,TEX,AL,TBA,AL,d
20230610,MIN,AL,TOR,AL,d
20230611,SEA,AL,ANA,AL,d
20230611,WAS,NL,ATL,NL,d
20230611,KCA,AL,BAL,AL,d
20230611,MIA,NL,CHA,AL,d
20230611,HOU,AL,CLE,AL,d
20230611,SDN,NL,COL,NL,d
20230611,ARI,NL,DET,AL,n
20230611,OAK,AL,MIL,NL,d
20230611,BOS,AL,NYA,AL,d
20230611,LAN,NL,PHI,NL,d
20230611,NYN,NL,PIT,NL,d
20230611,CHN,NL,SFN,NL,d
20230611,CIN,NL,SLN,NL,d
20230611,TEX,AL,TBA,AL,d
20230611,MIN,AL,TOR,AL,d
20230612,PHI,NL,ARI,NL,n
20230612,COL,NL,BOS,AL,n
20230612,ATL,NL,DET,AL,n
20230612,CIN,NL,KCA,AL,n
20230612,TBA,AL,OAK,AL,n
20230612,MIA,NL,SEA,AL,n
20230612,SFN,NL,SLN,NL,n
20230612,ANA,AL,TEX,AL,n
20230613,PHI,NL,ARI,NL,n
20230613,TOR,AL,BAL,AL,n
20230613,COL,NL,BOS,AL,n
20230613,PIT,NL,CHN,NL,n
20230613,ATL,NL,DET,AL,n
20230613,WAS,NL,HOU,AL,n
20230613,CIN,NL,KCA,AL,n
20230613,CHA,AL,LAN,NL,n
20230613,MIL,NL,MIN,AL,n
20230613,NYA,AL,NYN,NL,n
20230613,TBA,AL,OAK,AL,n
20230613,CLE,AL,SDN,NL,n
20230613,MIA,NL,SEA,AL,n
20230613,SFN,NL,SLN,NL,n
20230613,ANA,AL,TEX,AL,n
20230614,PHI,NL,ARI,NL,n
20230614,TOR,AL,BAL,AL,n
20230614,COL,NL,BOS,AL,n
20230614,PIT,NL,CHN,NL,n
20230614,ATL,NL,DET,AL,d
20230614,WAS,NL,HOU,AL,n
20230614,CIN,NL,KCA,AL,n
20230614,CHA,AL,LAN,NL,n
20230614,MIL,NL,MIN,AL,n
20230614,NYA,AL,NYN,NL,n
20230614,TBA,AL,OAK,AL,n
20230614,CLE,AL,SDN,NL,n
20230614,MIA,NL,SEA,AL,n
20230614,SFN,NL,SLN,NL,n
20230614,ANA,AL,TEX,AL,n
20230615,PHI,NL,ARI,NL,n
20230615,COL,NL,ATL,NL,n
20230615,TOR,AL,BAL,AL,d
20230615,PIT,NL,CHN,NL,n
20230615,WAS,NL,HOU,AL,n
20230615,CHA,AL,LAN,NL,n
20230615,DET,AL,MIN,AL,n
20230615,TBA,AL,OAK,AL,n
20230615,CLE,AL,SDN,NL,d
20230615,ANA,AL,TEX,AL,n
20230616,CLE,AL,ARI,NL,n
20230616,COL,NL,ATL,NL,n
20230616,NYA,AL,BOS,AL,n
20230616,BAL,AL,CHN,NL,d
20230616,CIN,NL,HOU,AL,n
20230616,ANA,AL,KCA,AL,n
20230616,SFN,NL,LAN,NL,n
20230616,PIT,NL,MIL,NL,n
20230616,DET,AL,MIN,AL,n
20230616,SLN,NL,NYN,NL,n
20230616,PHI,NL,OAK,AL,n
20230616,TBA,AL,SDN,NL,n
20230616,CHA,AL,SEA,AL,n
20230616,TOR,AL,TEX,AL,n
20230616,MIA,NL,WAS,NL,n
20230617,CLE,AL,ARI,NL,n
20230617,COL,NL,ATL,NL,d
20230617,NYA,AL,BOS,AL,n
20230617,BAL,AL,CHN,NL,d
20230617,CIN,NL,HOU,AL,d
20230617,ANA,AL,KCA,AL,d
20230617,SFN,NL,LAN,NL,n
20230617,PIT,NL,MIL,NL,d
20230617,DET,AL,MIN,AL,d
20230617,SLN,NL,NYN,NL,d
20230617,PHI,NL,OAK,AL,d
20230617,TBA,AL,SDN,NL,d
20230617,CHA,AL,SEA,AL,d
20230617,TOR,AL,TEX,AL,d
20230617,MIA,NL,WAS,NL,d
20230618,CLE,AL,ARI,NL,d
20230618,COL,NL,ATL,NL,d
20230618,NYA,AL,BOS,AL,n
20230618,BAL,AL,CHN,NL,n
20230618,CIN,NL,HOU,AL,d
20230618,ANA,AL,KCA,AL,d
20230618,SFN,NL,LAN,NL,d
20230618,PIT,NL,MIL,NL,d
20230618,DET,AL,MIN,AL,d
20230618,SLN,NL,NYN,NL,d
20230618,PHI,NL,OAK,AL,d
20230618,TBA,AL,SDN,NL,d
20230618,CHA,AL,SEA,AL,d
20230618,TOR,AL,TEX,AL,d
20230618,MIA,NL,WAS,NL,d
20230619,TEX,AL,CHA,AL,n
20230619,COL,NL,CIN,NL,n
20230619,KCA,AL,DET,AL,n
20230619,NYN,NL,HOU,AL,n
20230619,TOR,AL,MIA,NL,n
20230619,ARI,NL,MIL,NL,n
20230619,BOS,AL,MIN,AL,n
20230619,CHN,NL,PIT,NL,n
20230619,SDN,NL,SFN,NL,n
20230619,SLN,NL,WAS,NL,d
20230620,LAN,NL,ANA,AL,n
20230620,TEX,AL,CHA,AL,n
20230620,COL,NL,CIN,NL,n
20230620,OAK,AL,CLE,AL,n
20230620,KCA,AL,DET,AL,n
20230620,NYN,NL,HOU,AL,n
20230620,TOR,AL,MIA,NL,n
20230620,ARI,NL,MIL,NL,n
20230620,BOS,AL,MIN,AL,n
20230620,SEA,AL,NYA,AL,n
20230620,ATL,NL,PHI,NL,n
20230620,CHN,NL,PIT,NL,n
20230620,SDN,NL,SFN,NL,n
20230620,BAL,AL,TBA,AL,n
20230620,SLN,NL,WAS,NL,n
20230621,LAN,NL,ANA,AL,n
20230621,TEX,AL,CHA,AL,n
20230621,COL,NL,CIN,NL,n
20230621,OAK,AL,CLE,AL,n
20230621,KCA,AL,DET,AL,d
20230621,NYN,NL,HOU,AL,d
20230621,TOR,AL,MIA,NL,n
20230621,ARI,NL,MIL,NL,d
20230621,BOS,AL,MIN,AL,n
20230621,SEA,AL,NYA,AL,n
20230621,ATL,NL,PHI,NL,n
20230621,CHN,NL,PIT,NL,n
20230621,SDN,NL,SFN,NL,n
20230621,BAL,AL,TBA,AL,n
20230621,SLN,NL,WAS,NL,d
20230622,OAK,AL,CLE,AL,d
20230622,PIT,NL,MIA,NL,n
20230622,BOS,AL,MIN,AL,n
20230622,SEA,AL,NYA,AL,n
20230622,ATL,NL,PHI,NL,d
20230622,SDN,NL,SFN,NL,n
20230622,KCA,AL,TBA,AL,n
20230623,SEA,AL,BAL,AL,n
20230623,BOS,AL,CHA,AL,n
20230623,ATL,NL,CIN,NL,n
20230623,MIL,NL,CLE,AL,n
20230623,ANA,AL,COL,NL,n
20230623,MIN,AL,DET,AL,n
20230623,HOU,AL,LAN,NL,n
20230623,PIT,NL,MIA,NL,n
20230623,TEX,AL,NYA,AL,n
20230623,NYN,NL,PHI,NL,n
20230623,WAS,NL,SDN,NL,n
20230623,ARI,NL,SFN,NL,n
20230623,KCA,AL,TBA,AL,n
20230623,OAK,AL,TOR,AL,n
20230624,SEA,AL,BAL,AL,d
20230624,BOS,AL,CHA,AL,d
20230624,ATL,NL,CIN,NL,d
20230624,MIL,NL,CLE,AL,d
20230624,ANA,AL,COL,NL,n
20230624,MIN,AL,DET,AL,n
20230624,HOU,AL,LAN,NL,d
20230624,PIT,NL,MIA,NL,d
20230624,TEX,AL,NYA,AL,d
20230624,NYN,NL,PHI,NL,d
20230624,WAS,NL,SDN,NL,d
20230624,ARI,NL,SFN,NL,d
20230624,CHN,NL,SLN,NL,n
20230624,KCA,AL,TBA,AL,d
20230624,OAK,AL,TOR,AL,d
20230625,SEA,AL,BAL,AL,d
20230625,BOS,AL,CHA,AL,d
20230625,ATL,NL,CIN,NL,d
20230625,MIL,NL,CLE,AL,d
20230625,ANA,AL,COL,NL,d
20230625,MIN,AL,DET,AL,d
20230625,HOU,AL,LAN,NL,d
20230625,PIT,NL,MIA,NL,d
20230625,TEX,AL,NYA,AL,d
20230625,NYN,NL,PHI,NL,d
20230625,WAS,NL,SDN,NL,d
20230625,ARI,NL,SFN,NL,d
20230625,CHN,NL,SLN,NL,d
20230625,KCA,AL,TBA,AL,d
20230625,OAK,AL,TOR,AL,d
20230626,CHA,AL,ANA,AL,n
20230626,MIN,AL,ATL,NL,n
20230626,CIN,NL,BAL,AL,n
20230626,MIL,NL,NYN,NL,n
20230626,WAS,NL,SEA,AL,n
20230626,DET,AL,TEX,AL,n
20230627,CHA,AL,ANA,AL,n
20230627,TBA,AL,ARI,NL,n
20230627,MIN,AL,ATL,NL,n
20230627,CIN,NL,BAL,AL,n
20230627,MIA,NL,BOS,AL,n
20230627,PHI,NL,CHN,NL,n
20230627,LAN,NL,COL,NL,n
20230627,CLE,AL,KCA,AL,n
20230627,MIL,NL,NYN,NL,n
20230627,NYA,AL,OAK,AL,n
20230627,SDN,NL,PIT,NL,n
20230627,WAS,NL,SEA,AL,n
20230627,HOU,AL,SLN,NL,n
20230627,DET,AL,TEX,AL,n
20230627,SFN,NL,TOR,AL,n
20230628,CHA,AL,ANA,AL,n
20230628,TBA,AL,ARI,NL,n
20230628,MIN,AL,ATL,NL,n
20230628,CIN,NL,BAL,AL,n
20230628,MIA,NL,BOS,AL,n
20230628,PHI,NL,CHN,NL,n
20230628,LAN,NL,COL,NL,n
20230628,CLE,AL,KCA,AL,n
20230628,MIL,NL,NYN,NL,n
20230628,NYA,AL,OAK,AL,n
20230628,SDN,NL,PIT,NL,n
20230628,WAS,NL,SEA,AL,d
20230628,HOU,AL,SLN,NL,n
20230628,DET,AL,TEX,AL,n
20230628,SFN,NL,TOR,AL,n
20230629,CHA,AL,ANA,AL,d
20230629,TBA,AL,ARI,NL,n
20230629,MIA,NL,BOS,AL,n
20230629,PHI,NL,CHN,NL,n
20230629,LAN,NL,COL,NL,n
20230629,CLE,AL,KCA,AL,d
20230629,MIL,NL,NYN,NL,n
20230629,NYA,AL,OAK,AL,n
20230629,SDN,NL,PIT,NL,n
20230629,HOU,AL,SLN,NL,n
20230629,DET,AL,TEX,AL,d
20230629,SFN,NL,TOR,AL,n
20230630,ARI,NL,ANA,AL,n
20230630,MIA,NL,ATL,NL,n
20230630,MIN,AL,BAL,AL,n
20230630,CLE,AL,CHN,NL,d
20230630,SDN,NL,CIN,NL,n
20230630,DET,AL,COL,NL,n
20230630,LAN,NL,KCA,AL,n
20230630,SFN,NL,NYN,NL,n
20230630,CHA,AL,OAK,AL,n
20230630,WAS,NL,PHI,NL,n
20230630,MIL,NL,PIT,NL,n
20230630,TBA,AL,SEA,AL,n
20230630,NYA,AL,SLN,NL,n
20230630,HOU,AL,TEX,AL,n
20230630,BOS,AL,TOR,AL,n
20230701,ARI,NL,ANA,AL,n
20230701,MIA,NL,ATL,NL,d
20230701,MIN,AL,BAL,AL,d
20230701,CLE,AL,CHN,NL,n
20230701,SDN,NL,CIN,NL,d
20230701,DET,AL,COL,NL,n
20230701,LAN,NL,KCA,AL,n
20230701,SFN,NL,NYN,NL,d
20230701,CHA,AL,OAK,AL,d
20230701,WAS,NL,PHI,NL,d
20230701,MIL,NL,PIT,NL,d
20230701,TBA,AL,SEA,AL,d
20230701,NYA,AL,SLN,NL,d
20230701,HOU,AL,TEX,AL,d
20230701,BOS,AL,TOR,AL,d
20230702,ARI,NL,ANA,AL,d
20230702,MIA,NL,ATL,NL,d
20230702,MIN,AL,BAL,AL,n
20230702,CLE,AL,CHN,NL,d
20230702,SDN,NL,CIN,NL,d
20230702,DET,AL,COL,NL,d
20230702,LAN,NL,KCA,AL,d
20230702,SFN,NL,NYN,NL,d
20230702,CHA,AL,OAK,AL,d
20230702,WAS,NL,PHI,NL,d
20230702,MIL,NL,PIT,NL,d
20230702,TBA,AL,SEA,AL,d
20230702,NYA,AL,SLN,NL,d
20230702,HOU,AL,TEX,AL,d
20230702,BOS,AL,TOR,AL,d
20230703,ATL,NL,CLE,AL,n
20230703,PIT,NL,LAN,NL,n
20230703,SLN,NL,MIA,NL,n
20230703,CHN,NL,MIL,NL,d
20230703,KCA,AL,MIN,AL,n
20230703,BAL,AL,NYA,AL,n
20230703,ANA,AL,SDN,NL,n
20230703,SEA,AL,SFN,NL,n
20230703,HOU,AL,TEX,AL,d
20230703,CIN,NL,WAS,NL,n
20230704,NYN,NL,ARI,NL,d
20230704,TEX,AL,BOS,AL,d
20230704,TOR,AL,CHA,AL,n
20230704,ATL,NL,CLE,AL,n
20230704,OAK,AL,DET,AL,n
20230704,COL,NL,HOU,AL,d
20230704,PIT,NL,LAN,NL,n
20230704,SLN,NL,MIA,NL,d
20230704,CHN,NL,MIL,NL,d
20230704,KCA,AL,MIN,AL,d
20230704,BAL,AL,NYA,AL,d
20230704,ANA,AL,SDN,NL,d
20230704,SEA,AL,SFN,NL,d
20230704,PHI,NL,TBA,AL,d
20230704,CIN,NL,WAS,NL,n
20230705,NYN,NL,ARI,NL,n
20230705,TEX,AL,BOS,AL,n
20230705,TOR,AL,CHA,AL,n
20230705,ATL,NL,CLE,AL,n
20230705,OAK,AL,DET,AL,n
20230705,COL,NL,HOU,AL,d
20230705,PIT,NL,LAN,NL,n
20230705,SLN,NL,MIA,NL,n
20230705,CHN,NL,MIL,NL,n
20230705,KCA,AL,MIN,AL,n
20230705,BAL,AL,NYA,AL,n
20230705,ANA,AL,SDN,NL,d
20230705,SEA,AL,SFN,NL,n
20230705,PHI,NL,TBA,AL,n
20230705,CIN,NL,WAS,NL,n
20230706,NYN,NL,ARI,NL,n
20230706,TEX,AL,BOS,AL,n
20230706,TOR,AL,CHA,AL,n
20230706,KCA,AL,CLE,AL,n
20230706,OAK,AL,DET,AL,d
20230706,SEA,AL,HOU,AL,n
20230706,PIT,NL,LAN,NL,n
20230706,SLN,NL,MIA,NL,n
20230706,CHN,NL,MIL,NL,d
20230706,BAL,AL,NYA,AL,n
20230706,PHI,NL,TBA,AL,n
20230706,CIN,NL,WAS,NL,d
20230707,PIT,NL,ARI,NL,n
20230707,OAK,AL,BOS,AL,n
20230707,SLN,NL,CHA,AL,n
20230707,KCA,AL,CLE,AL,n
20230707,TOR,AL,DET,AL,n
20230707,SEA,AL,HOU,AL,n
20230707,ANA,AL,LAN,NL,n
20230707,PHI,NL,MIA,NL,n
20230707,CIN,NL,MIL,NL,n
20230707,BAL,AL,MIN,AL,n
20230707,CHN,NL,NYA,AL,n
20230707,NYN,NL,SDN,NL,n
20230707,COL,NL,SFN,NL,n
20230707,ATL,NL,TBA,AL,n
20230707,TEX,AL,WAS,NL,n
20230708,PIT,NL,ARI,NL,d
20230708,OAK,AL,BOS,AL,d
20230708,SLN,NL,CHA,AL,d
20230708,KCA,AL,CLE,AL,d
20230708,TOR,AL,DET,AL,d
20230708,SEA,AL,HOU,AL,n
20230708,ANA,AL,LAN,NL,n
20230708,PHI,NL,MIA,NL,d
20230708,CIN,NL,MIL,NL,d
20230708,BAL,AL,MIN,AL,d
20230708,CHN,NL,NYA,AL,d
20230708,NYN,NL,SDN,NL,n
20230708,COL,NL,SFN,NL,d
20230708,ATL,NL,TBA,AL,n
20230708,TEX,AL,WAS,NL,d
20230709,PIT,NL,ARI,NL,d
20230709,OAK,AL,BOS,AL,d
20230709,SLN,NL,CHA,AL,d
20230709,KCA,AL,CLE,AL,d
20230709,TOR,AL,DET,AL,d
20230709,SEA,AL,HOU,AL,d
20230709,PHI,NL,MIA,NL,d
20230709,CIN,NL,MIL,NL,d
20230709,BAL,AL,MIN,AL,d
20230709,CHN,NL,NYA,AL,d
20230709,NYN,NL,SDN,NL,d
20230709,COL,NL,SFN,NL,d
20230709,ATL,NL,TBA,AL,d
20230709,TEX,AL,WAS,NL,n
20230714,HOU,AL,ANA,AL,n
20230714,CHA,AL,ATL,NL,n
20230714,MIA,NL,BAL,AL,n
20230714,BOS,AL,CHN,NL,n
20230714,MIL,NL,CIN,NL,n
20230714,NYA,AL,COL,NL,n
20230714,TBA,AL,KCA,AL,n
20230714,LAN,NL,NYN,NL,n
20230714,MIN,AL,OAK,AL,n
20230714,SDN,NL,PHI,NL,n
20230714,SFN,NL,PIT,NL,n
20230714,DET,AL,SEA,AL,n
20230714,WAS,NL,SLN,NL,n
20230714,CLE,AL,TEX,AL,n
20230714,ARI,NL,TOR,AL,n
20230715,HOU,AL,ANA,AL,n
20230715,CHA,AL,ATL,NL,n
20230715,MIA,NL,BAL,AL,n
20230715,BOS,AL,CHN,NL,d
20230715,MIL,NL,CIN,NL,n
20230715,NYA,AL,COL,NL,n
20230715,TBA,AL,KCA,AL,n
20230715,LAN,NL,NYN,NL,n
20230715,MIN,AL,OAK,AL,d
20230715,SDN,NL,PHI,NL,d
20230715,SDN,NL,PHI,NL,n
20230715,SFN,NL,PIT,NL,n
20230715,DET,AL,SEA,AL,n
20230715,WAS,NL,SLN,NL,n
20230715,CLE,AL,TEX,AL,d
20230715,ARI,NL,TOR,AL,d
20230716,HOU,AL,ANA,AL,d
20230716,CHA,AL,ATL,NL,d
20230716,MIA,NL,BAL,AL,d
20230716,BOS,AL,CHN,NL,d
20230716,MIL,NL,CIN,NL,d
20230716,NYA,AL,COL,NL,d
20230716,TBA,AL,KCA,AL,d
20230716,LAN,NL,NYN,NL,d
20230716,MIN,AL,OAK,AL,d
20230716,SDN,NL,PHI,NL,d
20230716,SFN,NL,PIT,NL,n
20230716,DET,AL,SEA,AL,d
20230716,WAS,NL,SLN,NL,d
